Id,No_REG,event_date,Y,Season,Y-M,cod_mun,Dep,Prov,Mun,Comun,N_comun,p_afect,f_afect,Hec_agr,N_cattle,days,POBLACION,MacroRegID,MacroReg
"3747",2007-00562,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Jailliri,"1","125","25",0,0,NaN,8858,"7",Altiplano
"3748",2007-00563,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Piticollo,"1","160","32",0,0,NaN,8858,"7",Altiplano
"3749",2007-00564,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,San Juan Pata,"1","110","22",0,0,NaN,8858,"7",Altiplano
"3750",2007-00565,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Colchani,"1","75","15",0,0,NaN,8858,"7",Altiplano
"3751",2007-00566,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Zona Solis,"1","105","21",0,0,NaN,8858,"7",Altiplano
"3752",2007-00567,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Iroxa,"1","65","13",0,0,NaN,8858,"7",Altiplano
"3753",2007-00568,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Centro Janko Marca,"1","105","21",0,0,NaN,8858,"7",Altiplano
"3754",2007-00569,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Janko Marca Grande,"1","130","26",0,0,NaN,8858,"7",Altiplano
"3755",2007-00570,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Pujahallita,"1","175","35",0,0,NaN,8858,"7",Altiplano
"3756",2007-00571,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Pampauta,"1","140","28",0,0,NaN,8858,"7",Altiplano
"3757",2007-00572,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Vilacondo,"1","125","25",0,0,NaN,8858,"7",Altiplano
"3758",2007-00573,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Arajj Uma,"1","265","53",0,0,NaN,8858,"7",Altiplano
"3759",2007-00574,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Centro Chojña,"1","235","47",0,0,NaN,8858,"7",Altiplano
"3760",2007-00575,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Romero Pampa,"1","110","22",0,0,NaN,8858,"7",Altiplano
"3761",2007-00576,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,San Felipe de Cayllavito,"1","135","27",0,0,NaN,8858,"7",Altiplano
"3762",2007-00577,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Villa Blanca,"1","175","35",0,0,NaN,8858,"7",Altiplano
"3763",2007-00578,19/01/2007,"2007",DJF,Jan-2007,"21801",La Paz,Gualberto Villarroel,San Pedro de Curahuara,Unto Chico Sud,"1","230","46",0,0,NaN,8858,"7",Altiplano
"3821",2007-00636,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,Lica Lica,"1","475","95",90,0,NaN,33922,"2",Valles
"3822",2007-00637,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,San Miguel,"1","50","10",0,0,NaN,33922,"2",Valles
"3823",2007-00638,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,Villa 3 Cruces,"1","125","25",0,0,NaN,33922,"2",Valles
"3824",2007-00639,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,Viña Pampa,"1","405","81",0,0,NaN,33922,"2",Valles
"3825",2007-00640,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,Villa Carmen,"1","310","62",0,0,NaN,33922,"2",Valles
"3826",2007-00641,23/01/2007,"2007",DJF,Jan-2007,"50301",Potosi,Cornelio Saavedra,Betanzos,Quiringuina,"1","425","85",0,0,NaN,33922,"2",Valles
"3894",2007-00709,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,San Juan Huancollo,"1","545","109",0,25,NaN,6987,"7",Altiplano
"3895",2007-00710,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,Zapana Jayuma,"1","295","59",0,0,NaN,6987,"7",Altiplano
"3896",2007-00711,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,Yanari,"1","420","84",0,25,NaN,6987,"7",Altiplano
"3897",2007-00712,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,San Pedro de Desaguadero,"1","180","36",0,0,NaN,6987,"7",Altiplano
"3898",2007-00713,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,Vituncani,"1","360","72",0,0,NaN,6987,"7",Altiplano
"3899",2007-00714,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,Kealluma,"1","335","67",0,0,NaN,6987,"7",Altiplano
"3900",2007-00715,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,Centro Chiviraya,"1","220","44",0,0,NaN,6987,"7",Altiplano
"3901",2007-00716,24/01/2007,"2007",DJF,Jan-2007,"20804",La Paz,Ingavi,Desaguadero,"Okorani ""B""","1","305","61",0,0,NaN,6987,"7",Altiplano
"4119",2007-00934,25/01/2007,"2007",DJF,Jan-2007,"21307",La Paz,Aroma,Collana,Collana Norte,"1","0","0",0,0,NaN,5042,"7",Altiplano
"4134",2007-00949,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Pueblo San Andres,"1","155","31",12.4,0,NaN,4593,"7",Altiplano
"4135",2007-00950,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Villa Artasiwi,"1","515","103",185.4,0,NaN,4593,"7",Altiplano
"4136",2007-00951,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Flor de Lliza,"1","180","36",21.6,0,NaN,4593,"7",Altiplano
"4137",2007-00952,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Irpa Grande,"1","145","29",43.5,0,NaN,4593,"7",Altiplano
"4138",2007-00953,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,E.Avaroa,"1","175","35",42,0,NaN,4593,"7",Altiplano
"4139",2007-00954,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,T'olawintu,"1","205","41",41,0,NaN,4593,"7",Altiplano
"4140",2007-00955,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Litoral,"1","190","38",15.2,0,NaN,4593,"7",Altiplano
"4141",2007-00956,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Mamani,"1","60","12",6,0,NaN,4593,"7",Altiplano
"4142",2007-00957,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Luna,"1","120","24",0,0,NaN,4593,"7",Altiplano
"4143",2007-00958,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Jerusalén,"1","265","53",21.2,0,NaN,4593,"7",Altiplano
"4144",2007-00959,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Qeto Qerarani,"1","175","35",28,0,NaN,4593,"7",Altiplano
"4145",2007-00960,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Ancoamaya,"1","115","23",11.5,0,NaN,4593,"7",Altiplano
"4146",2007-00961,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Huancarami,"1","225","45",18,0,NaN,4593,"7",Altiplano
"4147",2007-00962,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Quelca Torre,"1","135","27",13.5,0,NaN,4593,"7",Altiplano
"4148",2007-00963,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Huanca Zabala,"1","150","30",15,0,NaN,4593,"7",Altiplano
"4149",2007-00964,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Cuipiamaya,"1","180","36",21.6,0,NaN,4593,"7",Altiplano
"4150",2007-00965,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Achamacata,"1","320","64",51.2,0,NaN,4593,"7",Altiplano
"4151",2007-00966,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Alcapari,"1","75","15",7.5,0,NaN,4593,"7",Altiplano
"4152",2007-00967,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Nazacara,"1","250","50",30,0,NaN,4593,"7",Altiplano
"4153",2007-00968,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,"Qhanapata, T'ola Thunkhuni, Qota Laca, Iru Circa","4","400","80",40,0,NaN,4593,"7",Altiplano
"4154",2007-00969,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,San Antonio,"1","245","49",19.6,0,NaN,4593,"7",Altiplano
"4155",2007-00970,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Huallaqiri,"1","75","15",7.5,0,NaN,4593,"7",Altiplano
"4156",2007-00971,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Jesús de Manquiri,"1","170","34",0,0,NaN,4593,"7",Altiplano
"4157",2007-00972,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Pachamaya,"1","105","21",10.5,0,NaN,4593,"7",Altiplano
"4158",2007-00973,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Antaquirani,"1","310","62",31,0,NaN,4593,"7",Altiplano
"4159",2007-00974,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Kara Khuthaña,"1","225","45",22.5,0,NaN,4593,"7",Altiplano
"4160",2007-00975,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Chulluncayani,"1","160","32",12.8,0,NaN,4593,"7",Altiplano
"4161",2007-00976,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,"Villa Pusuma, Janqo Jaqi, Patacamaya, Kiska Mauri","4","465","93",46.5,0,NaN,4593,"7",Altiplano
"4162",2007-00977,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Centro Mauri (Zonas AyB),"2","445","89",26.7,0,NaN,4593,"7",Altiplano
"4163",2007-00978,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,"Ticumurata (Zonas A,B y C)","3","405","81",32.4,0,NaN,4593,"7",Altiplano
"4164",2007-00979,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,T'ola,"1","160","32",16,0,NaN,4593,"7",Altiplano
"4165",2007-00980,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Chijipucara,"1","280","56",28,0,NaN,4593,"7",Altiplano
"4166",2007-00981,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Chuchucamaya,"1","125","25",12.5,0,NaN,4593,"7",Altiplano
"4167",2007-00982,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,"Circa Misicuni, Tejada Pata, Winqalla, Villa Carmen, Chiaruma","5","225","45",18,0,NaN,4593,"7",Altiplano
"4168",2007-00983,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,"Challaquenta, Achocallamaya, Chuñavi","3","495","99",49.5,0,NaN,4593,"7",Altiplano
"4169",2007-00984,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Rosa Pata,"1","225","45",22.5,0,NaN,4593,"7",Altiplano
"4170",2007-00985,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Erben Kalla,"1","190","38",19,0,NaN,4593,"7",Altiplano
"4171",2007-00986,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,San Pedro S.P.,"1","315","63",31.5,0,NaN,4593,"7",Altiplano
"4172",2007-00987,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Conchacollo,"1","320","64",32,0,NaN,4593,"7",Altiplano
"4173",2007-00988,28/01/2007,"2007",DJF,Jan-2007,"20805",La Paz,Ingavi,San Andres de Machaca,Villa Circaya,"1","245","49",24.5,0,NaN,4593,"7",Altiplano
"4174",2007-00989,28/01/2007,"2007",DJF,Jan-2007,"50901",Potosi,Nor Lipez,"Colcha ""K""",Malil,"1","110","22",45,0,NaN,12997,"7",Altiplano
"4278",2007-01093,29/01/2007,"2007",DJF,Jan-2007,"40505",Oruro,Litoral,Esmeralda,Chijllaguano,"1","60","12",600,0,NaN,2702,"7",Altiplano
"4279",2007-01094,29/01/2007,"2007",DJF,Jan-2007,"41001",Oruro,Saucari,Toledo,Toma Toma,"1","0","0",2000,0,NaN,10149,"7",Altiplano
"4317",2007-01132,31/01/2007,"2007",DJF,Jan-2007,"31301",Cochabamba,Mizque,Mizque,"Bañado, Cazorla, Buena Vista, Puca Pampa, San Isidro, Qollpa Pampa, Tujma Baja, Tipajara Chico, Calera Chica, Calera Grande, Rumo Moqo, Raqaypampa, Tipa Pampa, Laphia Chico,Puka Pila, Molle Moqo, Cabra Cancha, T’ajras, Montecilos, Tipa Tipa, Jarquillas, M","80","8565","1713",0,0,NaN,26900,"2",Valles
"4658",2007-01473,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Tacaraca,"1","215","43",0,0,NaN,15665,"7",Altiplano
"4659",2007-01474,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Callapampa,"1","450","90",0,0,NaN,15665,"7",Altiplano
"4660",2007-01475,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Chojasquia,"1","285","57",0,0,NaN,15665,"7",Altiplano
"4661",2007-01476,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Villa Jachatira,"1","200","40",0,0,NaN,15665,"7",Altiplano
"4662",2007-01477,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Canchi Tamanpaya,"1","75","15",0,0,NaN,15665,"7",Altiplano
"4663",2007-01478,06/02/2007,"2007",DJF,feb-07,"20402",La Paz,Eliodoro Camacho,Mocomoco,Tamanpaya Grande,"1","90","18",0,0,NaN,15665,"7",Altiplano
"4683",2007-01498,08/02/2007,"2007",DJF,feb-07,"51302",Potosi,Bernardino Bilbao,Acasio,3 comunidades,"3","0","0",0,0,NaN,6161,"2",Valles
"4684",2007-01499,08/02/2007,"2007",DJF,feb-07,"51301",Potosi,Bernardino Bilbao,Arampampa,7 comunidades,"7","500","100",0,0,NaN,4170,"2",Valles
"4685",2007-01500,08/02/2007,"2007",DJF,feb-07,"50104",Potosi,Tomas Frias,Belen de Urmiri,11 comunidades,"11","2200","440",0,0,NaN,2759,"2",Valles
"4696",2007-01511,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Agua Quisa,"1","125","25",0,0,NaN,12997,"7",Altiplano
"4697",2007-01512,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Renda,"1","50","10",0,0,NaN,12997,"7",Altiplano
"4698",2007-01513,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Cocani,"1","50","10",0,0,NaN,12997,"7",Altiplano
"4699",2007-01514,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Gracima,"1","50","10",0,0,NaN,12997,"7",Altiplano
"4700",2007-01515,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Río Marque,"1","75","15",0,0,NaN,12997,"7",Altiplano
"4701",2007-01516,08/02/2007,"2007",DJF,feb-07,"50901",Potosi,Nor Lipez,"Colcha ""K""",Río Seco,"1","50","10",0,0,NaN,12997,"7",Altiplano
"4702",2007-01517,08/02/2007,"2007",DJF,feb-07,"50401",Potosi,Chayanta,Colquechaca,Colquechaca,"1","0","0",0,0,NaN,35199,"2",Valles
"4704",2007-01519,08/02/2007,"2007",DJF,feb-07,"50203",Potosi,Rafael Bustillo,Llallagua,Cancañiri,"1","175","35",0,0,NaN,41104,"7",Altiplano
"4705",2007-01520,08/02/2007,"2007",DJF,feb-07,"50404",Potosi,Chayanta,Ocuri,21 comunidades,"21","3975","795",0,0,NaN,16118,"2",Valles
"4706",2007-01521,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,Cairo Pampa,"1","285","57",0,0,NaN,26330,"2",Valles
"4707",2007-01522,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,Coroma,"1","365","73",0,0,NaN,26330,"2",Valles
"4708",2007-01523,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,Cari,"1","225","45",0,0,NaN,26330,"2",Valles
"4709",2007-01524,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,San Miguel,"1","400","80",0,0,NaN,26330,"2",Valles
"4710",2007-01525,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,Tahuaria,"1","295","59",0,0,NaN,26330,"2",Valles
"4711",2007-01526,08/02/2007,"2007",DJF,feb-07,"50403",Potosi,Chayanta,Pocoata,Taconi,"1","300","60",0,0,NaN,26330,"2",Valles
"4712",2007-01527,08/02/2007,"2007",DJF,feb-07,"50101",Potosi,Tomas Frias,Potosí,1 comunidad,"1","110","22",0,0,NaN,191302,"2",Valles
"4728",2007-01543,08/02/2007,"2007",DJF,feb-07,"50402",Potosi,Chayanta,Ravelo,6 comunidades,"6","1635","327",0,0,NaN,20789,"2",Valles
"4729",2007-01544,08/02/2007,"2007",DJF,feb-07,"51001",Potosi,Sud Lipez,San Pablo de Lipez,San Pablo de Lipez,"1","100","20",0,0,NaN,3371,"7",Altiplano
"4731",2007-01546,08/02/2007,"2007",DJF,feb-07,"51202",Potosi,Antonio Quijarro,Tomave,4 comunidades,"4","810","162",0,0,NaN,14789,"7",Altiplano
"4732",2007-01547,08/02/2007,"2007",DJF,feb-07,"50201",Potosi,Rafael Bustillo,Uncia,4 comunidades,"4","75","15",0,0,NaN,22020,"7",Altiplano
"4734",2007-01549,08/02/2007,"2007",DJF,feb-07,"50103",Potosi,Tomas Frias,Yocalla,13 comunidades,"13","1320","264",0,0,NaN,8979,"2",Valles
"4746",2007-01561,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Aguada, Tatani","2","145","29",0,0,NaN,9879,"7",Altiplano
"4747",2007-01562,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Zorocollo,"1","20","4",0,0,NaN,9879,"7",Altiplano
"4748",2007-01563,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Santaca,"1","45","9",0,0,NaN,9879,"7",Altiplano
"4749",2007-01564,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Erocota,"1","170","34",0,0,NaN,9879,"7",Altiplano
"4750",2007-01565,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Patuta,"1","30","6",0,0,NaN,9879,"7",Altiplano
"4751",2007-01566,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Totorpata,"1","45","9",0,0,NaN,9879,"7",Altiplano
"4752",2007-01567,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Calahuancani,"1","160","32",0,0,NaN,9879,"7",Altiplano
"4753",2007-01568,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Anantoco Vilaque y  Catacora,"2","270","54",0,0,NaN,9879,"7",Altiplano
"4754",2007-01569,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Collanca ""B""","1","245","49",0,0,NaN,9879,"7",Altiplano
"4755",2007-01570,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Ayllu Collana Baja: Villa Remedios, Villa Exaltación, Amachuma, Villa Pata, Romero Pampa, Villa Kollo, Max Toledo, Pasancuta","8","725","145",0,0,NaN,9879,"7",Altiplano
"4756",2007-01571,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Ayllu Ninoca Chico: Estancia Pococollo, Challaphujo, Choco Quellacani, Calahuta, Catavi","5","415","83",0,0,NaN,9879,"7",Altiplano
"4757",2007-01572,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Ayllu Collana A: Tupaltupa, Villa Pari, Playa Verde, Wueltani, Limari, Pari Pinaya","6","325","65",0,0,NaN,9879,"7",Altiplano
"4758",2007-01573,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,"Ayllu Collana Baja: Vinto Palca, Calasani, Wichocollo","3","485","97",0,0,NaN,9879,"7",Altiplano
"4759",2007-01574,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Contorno Calacoto,"1","375","75",0,0,NaN,9879,"7",Altiplano
"4760",2007-01575,12/02/2007,"2007",DJF,feb-07,"20303",La Paz,Pacajes,Calacoto,Wañuma,"1","75","15",0,0,NaN,9879,"7",Altiplano
"4864",2007-01680,18/02/2007,"2007",DJF,feb-07,"40104",Oruro,Cercado,Soracachi (Paria),Soracachi,"1","1000","200",2000,0,NaN,12846,"7",Altiplano
"4875",2007-01691,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Quehuallani,"1","50","10",40,0,NaN,5955,"7",Altiplano
"4876",2007-01692,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Lupuyo,"1","35","7",20,0,NaN,5955,"7",Altiplano
"4877",2007-01693,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Vuelta Blanca,"1","40","8",30,0,NaN,5955,"7",Altiplano
"4878",2007-01694,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Lalaphaya,"1","50","10",40,0,NaN,5955,"7",Altiplano
"4879",2007-01695,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Potoskhollo,"1","70","14",60,0,NaN,5955,"7",Altiplano
"4880",2007-01696,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Anawani,"1","40","8",30,0,NaN,5955,"7",Altiplano
"4881",2007-01697,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Siete Rocas,"1","45","9",35,0,NaN,5955,"7",Altiplano
"4882",2007-01698,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Vilaque Vinto,"1","40","8",35,0,NaN,5955,"7",Altiplano
"4883",2007-01699,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Canaslupe,"1","40","8",30,0,NaN,5955,"7",Altiplano
"4884",2007-01700,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Palca Canaga,"1","60","12",45,0,NaN,5955,"7",Altiplano
"4885",2007-01701,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Thalocko,"1","120","24",85,0,NaN,5955,"7",Altiplano
"4886",2007-01702,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Urmiri Norte,"1","55","11",44,0,NaN,5955,"7",Altiplano
"4887",2007-01703,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Urmiri,"1","85","17",60,0,NaN,5955,"7",Altiplano
"4888",2007-01704,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Vilacollo,"1","115","23",80,0,NaN,5955,"7",Altiplano
"4889",2007-01705,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Challuviri,"1","45","9",30,0,NaN,5955,"7",Altiplano
"4890",2007-01706,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Vilaque,"1","40","8",30,0,NaN,5955,"7",Altiplano
"4891",2007-01707,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Santa María,"1","40","8",30,0,NaN,5955,"7",Altiplano
"4892",2007-01708,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,San Ignacio,"1","80","16",60,0,NaN,5955,"7",Altiplano
"4893",2007-01709,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Santa Filomena,"1","65","13",50,0,NaN,5955,"7",Altiplano
"4894",2007-01710,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,San Martín,"1","45","9",32,0,NaN,5955,"7",Altiplano
"4895",2007-01711,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Kuchu Avicaya,"1","95","19",68,0,NaN,5955,"7",Altiplano
"4896",2007-01712,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Tocori Caripuyo,"1","125","25",100,0,NaN,5955,"7",Altiplano
"4897",2007-01713,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Ocuri Chico,"1","105","21",80,0,NaN,5955,"7",Altiplano
"4898",2007-01714,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Ocuri Grande,"1","80","16",60,0,NaN,5955,"7",Altiplano
"4899",2007-01715,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Villacota Puntera,"1","95","19",70,0,NaN,5955,"7",Altiplano
"4900",2007-01716,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Huacuyo,"1","65","13",56,0,NaN,5955,"7",Altiplano
"4901",2007-01717,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Huañacochi Calamarca,"1","70","14",56,0,NaN,5955,"7",Altiplano
"4902",2007-01718,21/02/2007,"2007",DJF,feb-07,"40602",Oruro,Poopo,Pazña,Marcavi,"1","75","15",60,0,NaN,5955,"7",Altiplano
